source,translated,question,answer
"Maaskih geti mala iniini t’uraau. Guyah tokocha ch’alah  kaayad’i","",,
"Heluh ani  segeleh baasi","",,
"imooleh","",,
"Aabah","",,
"Aayah","",,
"Anamah t’uut’umah wah ayah bisaani ini d’ik’atanu k’awaatuh","",,
"Segeleh nyaanoh anamah atini wulti hindaramini, k’odah yoh wayah bisaani ini d’ik’atanu","",,
"Atini dendeecheh fuula kenkeh ch’ik’ileh teetini hintuch’uh woh atini hiikaafi baateleah.","",,
"Woh ishiini dendeesiptu ch’ufanah ch’ik’ileh afi hagooda keetini ch’ufi urga harkah.","",,
"Wora","",,
"Amaleh hirba atini gara ifaatih d’uptu","",,
"Sitih kah takah  hinyaatini","",,
"Wogah  t’uut’umah saab’unih ani harka d’ik’ad’i","",,
"Amaleh muumeh ishiah,","",,
"Nageh taa, isani t’uut’umah!","",,
"Barsiisa kana shoomi moma gudah d’ak’abdiafi! ","",,
"“This animation shows how far your sneeze can actually travel” by Chia Yi Hou and Andrea Schmitz, in Business Insider (Jan 21, 2020). ","",,
"“The Wuhan Virus: How to stay safe”, by Laurie Garrett, in Foreign policy, Report.  (Jan 25, 2020). ","",,
"“How to avoid the coronavirus? Wash your hands”. By Elizabeth Rosenthal, in the New York Times, opinion.  (Jan 28,2020). ","",,
"Urga guduyuh oduh  walaansa gulah","",,
"Additional notes: Hygiene precautions in comic are effective in preventing many other common infections such as flu and cold, and should be applied in everyday life, even when there is no epidemic.  References: Information in comic is based on understanding of COVID19 up till 28 Feb 2020, and mainly from these three references. https://www.nytimes.com/2020/01/28/opinion/coronavirus-prevention-tips.htmlhttps://foreignpolicy.com/2020/01/25/wuhan-coronavirus-safety-china/ https://www.businessinsider.com/how-far-sneeze-cough-germs-can-travel-2018-10 Additonal lnformation A PDF version of the comic is available for free download here:https://gumroad.com/weimankowart  Sharing Guidelines This comic is free for the general public to share online and through WhatsApp and Telegram, and the downloads are free for printing out as posters for personal and educational use in homes, schools, and workplaces.  When sharing, please remember these 3 points: 1) No edits to the comics is allowed in any way when sharing.2) Comics cannot be used for any commercial project3) lf online, credit the creator on FB by tagging @weimankowart, on IG by tagging @weimankow (IG), or providing a link to instagram com/weimankow For all other uses, please send a request in to: comicsforgood@gmail.com","",,
"","Bible Translation & Literacy, E.A",,
"","Translated by Reuben Soso/Gideon Abadiwa/Sarah Wario",,
"","Created by Weiman Kow, instagram: weimankow",,
"Kiruusih koroonah ah gula  Translated by Reuben Soso, Gideon Abadiwa & Sarah Wario  Wunih TOKO ch’alaati jira tah atini huwanoh ani malte aka kiruusih koroonah ah t’iliptu  Afaana Funaani Ila Tenteh kesa  isheentu Nama bifa daansah k’au Nama d’ukuwah Kiruusih ini hint’ilipti mala ch’och’owa ini kuni Baiyah taai. 2m ch’och’owa gudah arah sih jiraachipti 1 2m Hatishoo! Suniifi woh atini nama taleh k’ufoh/hat’ifatu/nama d’ukuwah d’egertu atini dendeecheh fook’ata: Maaskih isaaniti kani. Isaani dendeanih ishih kasaati k’ufaanih yoh anamah isaaniti d’iyaatu gaadani. 2 D’ud’ah fed’ed’i *tah hara hintimsiisine*  YOH Ishiini gaafiah d’ukuh hink’abduh, amoh ufuuma gaadi. Anamah d’ukuh ini isheene  dendeanih hakeeka hind’egersiisanuh, amoh isaani d’ukuh anamah ati hindawarsani Amaleh, moma daansah goduh marfanooni, malyenani atini himbeechuh kah d’ukuh k’au. Muka segeleh ani nyaatanu Nama bifa daansah k’au Haada barsiiah Ufunguoh arana ola yaawanuuni Kartaasih faltih ah/ K’art’aasih ifa baanuni    Gura kooreah K’odah d’ijitoolih ah & even on the outside of your face mask Urga k’awatanih arana ola yaawanuni. Mausih Kalaamuh Hiichuh  Ch’ufanah ah Harka isaanih Akumsuuleh, hanch’ufa nama faiyah hink’amneh dendee nama d’iwih geah… Isani t’uut’umah dendeechanih d’ukuh d’ak’abdani  Yoh fuula dega atini feetuh Ila tenteh rhiju Amaleh woh atini tokocha wunih tanah sitih  himbeenye tuch’u, amaleh fuula kenkeh tuch’u, Amaleh dirbuh ishih ufa arah  d’oorganuuni saab’unih afi  had’ah yoh, daad’ih ani sad’aneesi Kiruusih ini dendeecheh saa fed’eti k’odah ara teesuma Saab’unih  Aka maalifi amaleh atamiini dirbuh ufa gaadanuni tuni hordofaani daansaa? Saab’unih d’ik’i sunumaani bereh tana. Saab’unih Ch’ik’ileh Fuula kenkeh hintukini. (Yoh fuula anamah d’iwiah.) Woh atini tuch’u, dursah saab’unih ani aka daansah harka d’ik’ad’i.  Wogah aka sirba “Aabah Jeesoh faarsinah”  d’oochah K’eensa jala Sekoondih 20 Jiduh harkah Hirba harka keetih d’ik’i Aka daansaani Woh atini tuch’u, himudamini.  Bisaani umani harka kenkeh d’ik’ad’i hirbah. Amaleh, woh ishiini dendeesiptu ifa maskih ah hintuk’ini. Ch’och’owa Bineesa ch’ach’arak’oh oni maskih kesaati gugurdata mala atini wogah d’eertuh kaayatu. Maaskih geti mala iniini t’uraau. Guyah tokocha ch’alah  kaayad’i Heluh ani  segeleh baasi imooleh Aabah Aayah Anamah t’uut’umah wah ayah bisaani ini d’ik’atanu k’awaatuh Segeleh nyaanoh anamah atini wulti hindaramini, k’odah yoh wayah bisaani ini d’ik’atanu Atini dendeecheh fuula kenkeh ch’ik’ileh teetini hintuch’uh woh atini hiikaafi baateleah. Woh ishiini dendeesiptu ch’ufanah ch’ik’ileh afi hagooda keetini ch’ufi urga harkah. Wora Amaleh hirba atini gara ifaatih d’uptu Sitih kah takah  hinyaatini Wogah  t’uut’umah saab’unih ani harka d’ik’ad’i Amaleh muumeh ishiah, Saab’unih Nageh taa, isani t’uut’umah! Nageh taa, isani t’uut’umah! Saab’unih Barsiisa kana shoomi moma gudah d’ak’abdiafi!  “This animation shows how far your sneeze can actually travel” by Chia Yi Hou and Andrea Schmitz, in Business Insider (Jan 21, 2020).  “The Wuhan Virus: How to stay safe”, by Laurie Garrett, in Foreign policy, Report.  (Jan 25, 2020).  “How to avoid the coronavirus? Wash your hands”. By Elizabeth Rosenthal, in the New York Times, opinion.  (Jan 28,2020).  Urga guduyuh oduh  walaansa gulah Additional notes: Hygiene precautions in comic are effective in preventing many other common infections such as flu and cold, and should be applied in everyday life, even when there is no epidemic.  References: Information in comic is based on understanding of COVID19 up till 28 Feb 2020, and mainly from these three references. https://www.nytimes.com/2020/01/28/opinion/coronavirus-prevention-tips.htmlhttps://foreignpolicy.com/2020/01/25/wuhan-coronavirus-safety-china/ https://www.businessinsider.com/how-far-sneeze-cough-germs-can-travel-2018-10 Additonal lnformation A PDF version of the comic is available for free download here:https://gumroad.com/weimankowart  Sharing Guidelines This comic is free for the general public to share online and through WhatsApp and Telegram, and the downloads are free for printing out as posters for personal and educational use in homes, schools, and workplaces.  When sharing, please remember these 3 points: 1) No edits to the comics is allowed in any way when sharing.2) Comics cannot be used for any commercial project3) lf online, credit the creator on FB by tagging @weimankowart, on IG by tagging @weimankow (IG), or providing a link to instagram com/weimankow For all other uses, please send a request in to: comicsforgood@gmail.com Kiruusih koroonah ah gula        ","About Coronavirus                                                                                      About Coronavirus  Bible Translation & Literacy, E.A Translated by Reuben Soso/Gideon Abadiwa/Sarah Wario Created by Weiman Kow, instagram: weimankow    ",,
