source,translated,question,answer
"5. Keep at least one meter away from a person who is cou- ghing or sneezing. ","5. Ew ɓa ɗináké ká gbaŋ a njuku ká kaw hɛla malé sɛŋdisó.",,
"6. Avoid shaking hands. Greet each other with a nod or a verbal greeting.","6. Nâm njuku ká ndɔ̂ʼɔ yá. Nâm njuku ká nzaꞌa malé ká gbaŋ ndɔ̂ʼɔ mbɛŋ. ",,
"7. Avoid gatherings. ","7. Ma̧ra̧ kaw gel a mbêwké ɓá ŋgɛnáke yá.",,
"8. Restrict movement.","8. Ha̧ha̧ra ɓá ŋgɛnáké yá. ",,
"9. Keep informed and verify the source of information.","9. Kaw ɗɛŋ ɓay a láɓay sé túl záŋmáké, a i ɛ sɛ̧w ɓayké ɓá belaké.",,
"What to do in case of contamination? If you have symptoms: - Avoid contact with other people. - Stay at home. - Call 1510 and follow the doctor's instructions. Other possible numbers:","Â̧yhḭ ɓá hɛ̰̰niŋa ká záŋmá mí tá njukuy ?  Gelká i kó ŋgána a záŋmáké ka mûn a wǎy: - I kaw gbaŋ a njukuri yá. - I kaw ɔ ɓil vûn. - I ɗi 1510 a i lá, a i tɔ́ŋ hɛ̰ ká gaŋnjuku hi̧ nzáꞌagoy (dɔꞌɔta) e sá hḭ wǎyri. Numɔ́rɔ́ a fékéri:",,
"699 279 622 675 308 373 698 423 929 655 728 884 670 713 979","699 279 622 675 308 373 698 423 929 655 728 884 670 713 979 ",,
"699 933 725 677 429 357 699 986 740 676 466 797 670 113 761","699 933 725 677 429 357 699 986 740 676 466 797 670 113 761 ",,
"To date, there is no cure for COVID-19, but authorities are continuing research to find a suitable treatment. Everyone must be responsible and take the right steps to protect themselves and those around them.","Ka̧ sénɛ̰, nzáꞌagɔy, malé ndam a ha̰na zi ti ɓay a ŋgɛrɛ záŋmá COVID-19 dǎy gaŋnjuku pûri kaw ɛ ŋgbóróké ɓay a ziŋ nzáꞌagɔy, malé ndamké.  Njuku tó, ké tɔꞌɔ kawa a belaké, a ké ŋgbá mɔ́nɛ̰ ɓá belaké ɓay a koro tólé ra̰ ɓay a koro njuku ka gbaŋ mɔ́nɛ̰ kɔ.",,
"Definition of some difficult words  Asthma: chronic lung disorder Contamination: infection Diabetes: disease that occurs when the body can't use glucose normally Flu: cough, influenza Infected: affected, touched Infection: disease Instructions: direction, information Patient: person under health care Pre-existing conditions: long-term disease Runny nose: excess nasal drainage Symptoms: signs of illness Treatment: cure, medication Virus: disease agent Vulnerable: defenseless, exposed","Taŋaɓay a tɛ̰rɛ̰ɓay â̧yri ká ŋgbɔrɔ mambáy  Asthme : Záŋmá nyína a gbɔ́rɔ́ké Consignes : Hi̧ nzaꞌa, hi̧ ŋgbóró Diabète : Záŋmá a hɛ̰ a rináké ká ŋgɛ̰ ka ɓil sêm Ecoulement nasal : Hɔ̰́ꞌɔ ká ú ɓá zâ̰a Etre contaminé : Záŋmá ká tá njuku Grippe : Záŋmá, zâ̰a mbí Hypertension : Záŋmá sêm ka ŋgu ŋga mamba ka ɓil nɛ̰w, záŋmá hɛ́rɛ Infecté : Záŋmá ká tá njuku  Infection : Záŋmá, Táhɛ̰ Patient : Njuku záŋmá Symptômes : Ŋgána a záŋmá, Hɛ̰ ká tɔꞌɔ záŋmá Traitement : Nzaꞌagoy, ndam Virus : Gunkáy záŋmá Vulnérable : Ká tí ká ŋgɛrɛ ya",,
"","",,
"What you need to know about the CORONAVIRUS or COVID-19    What you need to know about the CORONAVIRUS or COVID-19                           SUMMARY - Coronavirus  - Vulnerable people - Symptoms - Transmission of coronavirus - How to protect yourself - What to do in case of contamination? - Definition of some difficult words     p.2 p.3 p.4 p.5 p.6 p.7   p.8 Coronavirus, also known as COVID-19, is a new virus. It was first reported in China on 31 December 2019. It has flu-like symptoms and can cause death in some severe cases. It is widespread in many countries around the world. The origin of the disease is not yet known.   Elderly person  Person with a heart condition or disease Vulnerable people People of all ages can become infected with this new virus. The elderly and people with pre-existing conditions (such as asthma, diabetes, heart disease, high blood pressure) seem more likely to become seriously ill from this virus.   Fever Fatigue  Dry cough Muscle aches and pains Symptoms The symptoms of a coronavirus infection are similar to those of the flu: fever, dry cough, muscle aches, fatigue. Some patients have pain, nasal congestion, runny nose, sore throat, or diarrhea. Some people, although infected, have no symptoms and feel fine. Most people recover without needing any special treatment.  Person with a cough Transmission of coronavirus COVID-19 is transmitted by people carrying the virus. When a sick person coughs or sneezes, they expel droplets through their nose or mouth. If a person breathes in these droplets, they can become infected with the coronavirus. If a person touches an object infected with these droplets and then touches their eyes, nose or mouth, they can also become infected.     How to protect yourself 1. Avoid touching eyes, nose, mouth.  2. Wash your hands frequently with soap and running water. Then dry them with a clean towel.  3. Cough and sneeze into the crook of your arm.   4. Avoid eating raw meat and touching live animals.     5. Keep at least one meter away from a person who is cou- ghing or sneezing.   6. Avoid shaking hands. Greet each other with a nod or a verbal greeting.  7. Avoid gatherings.   8. Restrict movement.  9. Keep informed and verify the source of information. What to do in case of contamination? If you have symptoms: - Avoid contact with other people. - Stay at home. - Call 1510 and follow the doctor's instructions. Other possible numbers:  699 279 622 675 308 373 698 423 929 655 728 884 670 713 979  699 933 725 677 429 357 699 986 740 676 466 797 670 113 761  To date, there is no cure for COVID-19, but authorities are continuing research to find a suitable treatment. Everyone must be responsible and take the right steps to protect themselves and those around them. Definition of some difficult words  Asthma: chronic lung disorder Contamination: infection Diabetes: disease that occurs when the body can't use glucose normally Flu: cough, influenza Infected: affected, touched Infection: disease Instructions: direction, information Patient: person under health care Pre-existing conditions: long-term disease Runny nose: excess nasal drainage Symptoms: signs of illness Treatment: cure, medication Virus: disease agent Vulnerable: defenseless, exposed  ","Hɛ̰ ka ɓel ɓá njuku ké tú sé túl záŋmá CORONAVIRUS malé COVID-19  Association Camerounaise pour la Traduction de la Bible et l'Alphabétisation  Hɛ̰ ka ɓel ɓá njuku ké tú sé túl záŋmá CORONAVIRUS malé COVID-19                           GAŊ ƁAY TÚLKÉ  - Coronavirus - Njuku ká la nyá záŋmáké yáy - Ŋgána a záŋmáké - Ŋgbóró ka záŋmá coronavirus tá njuku - Â̧yhi̧ njuku e niŋa  ɓay a kóró mûn - Â̰yhi̧ ɓá hɛ̰niŋa ká záŋmáké mí tá njukuy ? - Ten taŋa a tɛ̰rɛ̰ɓay a gbɔ́rɔ́kéri     p.2 p.3 p.4 p.5 p.6  p.8 p.9 Coronavirus  Coronavirus, kú ɗi nɛ̰ pí ɓá COVID-19, ɓá gûnkáy záŋmá a ŋgɛŋké. Ɗambel laŋ ɓay a mɛ̰̌ɛ ɓá a tisiri a Shine ká ɓil nâm 31 féw kawkála  ka mbímbɔ̂m 2019.  Záŋmáké niŋ ɓá baŋa zâ̧a mbí, dǎy a kaw i hûl, ká ké mí tâm sé mbel. Záŋmáké wal má pûri ɓá ŋgɛnáké lá tisiri nɛ̰ tó. Sɛ̰w a záŋmáké pan a tú yá ɓay.   kpɔ́ꞌɔ́rɔri   njuku záŋmá law, malé njuku záŋmá  Njukuri ká záŋmáké lá tá kuriri yáy  Njuku ká mbímbɔ̂m ŋgɛ̰ dáy, ra̰ gûn a léléri, záŋmáké lá tá kuriri ya. Kpɔ́ꞌɔ́rɔri ra̰ njukuri ká erú ka záŋmá (ɓá baŋa záŋmá nyína, záŋmá hɛ̰rináké, záŋmá law, záŋmá sêm ka ŋgú ŋgá mamba ká ɓil nɛ̰w), njuku nɔ́ri̧ ɓá njukuri ká lá nyá záŋmáké yáy.    - Gélvɔ́ná  - Mûn ta̧na  - Hɛla  - Séna háymûn Ŋgána a záŋmáké malé hɛ̰ ká tɔꞌɔ záŋmáké  Ŋgána a záŋmá coronavirus ɛŋ ɓá baŋa a zâ̧a mbí : gélvɔ́ná, hɛla, séna a háymûn, mûn ta̧na. Njuku záŋmáké a ha̧na̧ri lá ɓá mûn séna, hɔ̰́ꞌɔ̰ sɔ̰na, hɔ̰́ꞌɔ̰ ká ú ɓá zâ̧a mbí, séna a ŋgbóró kɔ́ŋ malé zɔ́ꞌɔ. Njuku a fékéri erú ká záŋmáké, a zi lá hɛ̰nɔ́ri̧ yá tó a kaw ɓá belaké. Ŋgɛ̰ná a njukuri ziŋ ngɛrɛ taŋ nyá ndam.   Njuku ká kaw hɛla Ŋgbóró ka záŋmá coronavirus tá njuku Záŋmá COVID-19 tá njuku ká ŋgbóró a njuku ká erú ká záŋmáké. Gelká njuku ká erú ká záŋmáké hɛl malé sɛŋdisɔ́ lé, gûn sâ̰mri tɛ̰ tálá ŋgbóró nzɛꞌɛ malé hɔ̰́ꞌɛ̰. Njuku ká kaw gbaŋɛ ká a nyí, ké nyá sé ɓélé, záŋmá coronaviruské a golo e tá nɛ̰. Njuku ká ɗa gel ká sâ̰mké to kɔ̰́rṵ́, ká a ɗa nûn, hɔ̰́ꞌɔ malé nzɛꞌɛy e nyá záŋmáké.      Â̧yhi̧ njuku e niŋa  ɓay a koro mûn nɛ̰ 1. I ɗa nûn, hɔ̰́ꞌɔ ra̰ nzaʼa ka ndɔ̂ꞌɔ ya.   2. I túrú ndɔ̂ꞌɔ ká mbí ra̰ mbapɔ́ꞌɔ. Falké i taꞌa ká gari a taŋáké.  3. I hɛl ká sɛŋ ká ɓil kû-ndɔ̂ꞌɔ.  4. Ká sɔ̰́ háy a ndisɛꞌɛ yá, ká ɗa hɛ̰ hólarí ka ndɔ̂ꞌɔ ya.     5. Ew ɓa ɗináké ká gbaŋ a njuku ká kaw hɛla malé sɛŋdisó.  6. Nâm njuku ká ndɔ̂ʼɔ yá. Nâm njuku ká nzaꞌa malé ká gbaŋ ndɔ̂ʼɔ mbɛŋ.   7. Ma̧ra̧ kaw gel a mbêwké ɓá ŋgɛnáke yá.  8. Ha̧ha̧ra ɓá ŋgɛnáké yá.   9. Kaw ɗɛŋ ɓay a láɓay sé túl záŋmáké, a i ɛ sɛ̧w ɓayké ɓá belaké. Â̧yhḭ ɓá hɛ̰̰niŋa ká záŋmá mí tá njukuy ?  Gelká i kó ŋgána a záŋmáké ka mûn a wǎy: - I kaw gbaŋ a njukuri yá. - I kaw ɔ ɓil vûn. - I ɗi 1510 a i lá, a i tɔ́ŋ hɛ̰ ká gaŋnjuku hi̧ nzáꞌagoy (dɔꞌɔta) e sá hḭ wǎyri. Numɔ́rɔ́ a fékéri:  699 279 622 675 308 373 698 423 929 655 728 884 670 713 979   699 933 725 677 429 357 699 986 740 676 466 797 670 113 761   Ka̧ sénɛ̰, nzáꞌagɔy, malé ndam a ha̰na zi ti ɓay a ŋgɛrɛ záŋmá COVID-19 dǎy gaŋnjuku pûri kaw ɛ ŋgbóróké ɓay a ziŋ nzáꞌagɔy, malé ndamké.  Njuku tó, ké tɔꞌɔ kawa a belaké, a ké ŋgbá mɔ́nɛ̰ ɓá belaké ɓay a koro tólé ra̰ ɓay a koro njuku ka gbaŋ mɔ́nɛ̰ kɔ. Taŋaɓay a tɛ̰rɛ̰ɓay â̧yri ká ŋgbɔrɔ mambáy  Asthme : Záŋmá nyína a gbɔ́rɔ́ké Consignes : Hi̧ nzaꞌa, hi̧ ŋgbóró Diabète : Záŋmá a hɛ̰ a rináké ká ŋgɛ̰ ka ɓil sêm Ecoulement nasal : Hɔ̰́ꞌɔ ká ú ɓá zâ̰a Etre contaminé : Záŋmá ká tá njuku Grippe : Záŋmá, zâ̰a mbí Hypertension : Záŋmá sêm ka ŋgu ŋga mamba ka ɓil nɛ̰w, záŋmá hɛ́rɛ Infecté : Záŋmá ká tá njuku  Infection : Záŋmá, Táhɛ̰ Patient : Njuku záŋmá Symptômes : Ŋgána a záŋmá, Hɛ̰ ká tɔꞌɔ záŋmá Traitement : Nzaꞌagoy, ndam Virus : Gunkáy záŋmá Vulnérable : Ká tí ká ŋgɛrɛ ya  ",,
