source,translated,question,answer
"Les symptômes Les symptômes d'une infection au coronavirus ressemblent à ceux de la grippe : fièvre, toux sèche, douleurs musculaires, fatigue. Certains patients ont des douleurs, une congestion nasale, un écoulement nasal, des maux de gorge ou une diarrhée. Certaines personnes, bien qu’infectées, ne présentent aucun symptôme et se sentent bien. La plupart des personnes guérissent sans avoir besoin de traitement particulier.","Enɛ̂  Enɛ̂ byɛ e ma tee kpe ghô wu le koronavirus ngɛ ne mwɔ na enɛ̂ e ma tee kpe ghô wu le ezhwàʼ, efɔ́ɔ, akpée zɔmɔ, ngli ma twa, mane aŋu ghô ma bwara ngɛ. Abɔ̂ dèʼ byɛ e me le ngɛ akwa yi gɔbɔ, ezhwàʼ ma gli ezhu, enjì andwɔ ma twa, kà e ma sàa. Abɔ̂ dèʼ ba aŋu ka e me le aŋwan mbwa e ke le enɛ̂ dèʼ bo gɛrɛ ma kama. Bɔ̂ akɛkɛ ba gwɔrɔ gɛrɛ wu kam wɛ e ne nu azhuʼ ekye dèʼ bo ngɛ.",,
"Personne qui tousse","Ghô wɛ me le akpée ngɛ",,
"Transmission du coronavirus Le COVID-19 est transmis par des personnes porteuses du virus. Quand un malade tousse ou éternue, il expulse des gouttelettes par le nez ou la bouche. Si une personne respire ces gouttelettes, elle peut être contaminée par le coronavirus. Si une personne touche un objet infecté par ces gouttelettes et si elle se touche ensuite les yeux, le nez ou la bouche, elle peut aussi être contaminée.","Aŋu koronavirus ma zhiri ngɛ  Ne abɔ̂ byɛ e me le COVID 19 ngɛ a ma ndɛ̀ʼ ebe abɔ̂ tsɛrɛ. Endzóbó chɛ́ eghô aŋwan wunɔ kpée kà è tsama ngɛ, engɔ sàa emɛn ese ene ezhú kà eklo mɔ. Mala ghô dèʼ kwaʼ emɛn tsɔnɔ ene azhuʼ koronavirus wunɔ wu né bère engɔ. Mala ghô dèʼ mɔmɔ ala dèʼ yɛ emɛn tsɔnɔ me dɔ anyi ngɛ gɛrɛ shi mɔ̀mɔ̀ aghɔ́ɔ, ezhú, kà eklo mɔ́ engɔ gɛrɛ wu né lè aŋwan zɔnɔ.",,
"Comment se protéger ?","Aŋu ngwo me né kɔʼ ekwa ngwɛ ngɛ",,
"1. Eviter de se toucher les yeux, le nez, la bouche.","1. Le kpe ngwo ke sa bwò a mɔ̀mɔ̀ aghɔ́ɔ, ezhú mane eklo ngwɛ bo.",,
"2. Se laver souvent les mains à l'eau courante et au savon. Ensuite les sécher avec une serviette propre.","2. Sa bwò a so ebwo mbyɛ ene esó mane ndim myɛ ne me tama afwɔ ŋwaʼ bo ngɛ.",,
"3. Tousser et éternuer dans le creux de son bras.","3. Nga sa kpee gɛrɛ tsama sàa efwɔ nkɔnɔ ebwo myɛ. ",,
"4. Eviter de manger de la viande crue et de toucher des animaux vivants.","4. Ke sa nde nyɛ̂m wa bo, gɛrɛ le kpe ngwo ke sa mɔ̀mɔ̀ nyɛmɛrɛ kɔʼɔ bo. ",,
"5. Garder une distance d'au moins un mètre avec une personne qui tousse ou qui éternue.","5. Ke sa tini à ngɔ̀ɔ ebara ghô dèʼ wɛ ma kpee kà tsama ngɛ bo. ",,
"6. Eviter de se serrer la main. Se saluer par un signe de tête ou une salutation verbale.","6. Ke sa tsàʼra bɔ̂ ene abwo bo.  Njiʼri ma abwo kà ngwo gama eklo. ",,
"7. Eviter les rassemblements.","7. Mbɔn ke sa tsɔmɔ ene ntimiri bo.",,
"8. Limiter ses déplacements.","8. Le kpe mbɔn ke sa zhiri atiti bo.",,
"9. Se tenir informé et vérifier la source de ses informations.","9. Mbɔn sa zhuru abwa gɛrɛ wèe afwɔ yɛ abwa me zeʼe ngɛ.",,
"Que faire en cas de contamination ? Si vous présentez des symptômes : - Evitez les contacts avec d'autres personnes. - Restez à domicile. - Appelez le 1510 et suivez les consignes des médecins. Autres numéros possibles :","Ebwa é le mala aŋwan zɔnɔ bere awɛ. Mala ngwo shi le enɛ̂: - Le kpe ngwo ke tsɔmɔ afwɔbi nè abɔ̂ tsɛrɛ byɛ ene le ngɛ bo. - Tsɔmɔ andɔ. - Zɔʼɔ enuru wunɔ gɛrɛ kiri abwa yɛ ngàkye me ga ngɛ: 1510. Anuru tsɛrɛ yɛ ngwo me né zɔ̀ ngɛ:",,
"699 279 622 675 308 373 698 423 929 655 728 884 670 713 979","699 279 622 675 308 373 698 423 929 655 728 884 670 713 979",,
"699 933 725 677 429 357 699 986 740 676 466 797 670 113 761","699 933 725 677 429 357 699 986 740 676 466 797 670 113 761",,
"A ce jour, il n'existe aucun médicament capable de guérir du COVID-19 mais les autorités continuent les recherches pour trouver un traitement adapté. Chacun doit être responsable et adopter les bons gestes pour se protéger et protéger son entourage.","É bwɛrɛ anchwɔ̀ tsɛʼ ekye dèʼ ene  COVID-19, bɛʼngɛ etó ba ngɔ̀ɔ embè ma zɛʼɛ ekye é gli aŋwan zɔnɔ.  Ghô ŋwaʼŋwaʼ fwɛʼ gɛrɛ kiri aghɛʼ ya a me koʼro ngɛ é kɔʼ̀ akwa amɔ mane abɔ̂ byɛ e mwɔ ebara ángɔ ngɛ.",,
"Définition des mots difficiles  Asthme : maladie respiratoire chronique Consignes : ordres, recommandations Diabète : maladie qui se caractérise par un taux de sucre trop élevé dans le sang Ecoulement nasal : avoir le nez qui coule Etre contaminé : être atteint par la maladie Grippe : maladie, rhume Hypertension : augmentation anormale de la pression du sang sur la paroi des artères Infecté : atteint par la maladie Infection : maladie, épidémie Patient : malade Persistant : permanent, constant, continu Susceptible : capable, sensible Symptômes : signes, marques de la maladie Traitement : remède, médicaments Virus : agent causant la maladie Vulnérable : faible, à risque","",,
"","",,
"Ce que vous devez ﻿savoir ﻿sur le ﻿CORONAVIRUS ﻿ou ﻿COVID-19    Ce que vous devez ﻿savoir ﻿sur le ﻿CORONAVIRUS ﻿ou ﻿COVID-19                                                         SOMMAIRE - Coronavirus - Personnes vulnérables - Symptômes - Transmission du coronavirus - Comment se protéger? - Que faire en cas de contamination? - Définition des mots difficiles    p.2 p.3 p.4 p.5 p.6 p.7 p.8 Le coronavirus, aussi appelé COVID-19, est un nouveau virus. Il a été signalé pour la première fois en Chine le 31 décembre 2019. Il a des symptômes semblables à ceux de la grippe et peut entraîner la mort dans certains cas graves. Il est répandu dans de nombreux pays dans le monde entier. L’origine de la maladie n’est pas encore connue.   Personne âgée  Personne cardiaque ou souffrant de maladie Personnes vulnérables Les personnes de tous âges, y compris les enfants, peuvent être infectées par ce nouveau virus. Les personnes âgées et les personnes souffrant de maladies préexistantes (comme l’asthme, le diabète, les maladies cardiaques, l’hypertension artérielle) semblent plus susceptibles de tomber gravement malades à cause de ce virus.   - Fièvre - Fatigue  - Toux sèche - Douleurs musculaires Les symptômes Les symptômes d'une infection au coronavirus ressemblent à ceux de la grippe : fièvre, toux sèche, douleurs musculaires, fatigue. Certains patients ont des douleurs, une congestion nasale, un écoulement nasal, des maux de gorge ou une diarrhée. Certaines personnes, bien qu’infectées, ne présentent aucun symptôme et se sentent bien. La plupart des personnes guérissent sans avoir besoin de traitement particulier.  Personne qui tousse Transmission du coronavirus Le COVID-19 est transmis par des personnes porteuses du virus. Quand un malade tousse ou éternue, il expulse des gouttelettes par le nez ou la bouche. Si une personne respire ces gouttelettes, elle peut être contaminée par le coronavirus. Si une personne touche un objet infecté par ces gouttelettes et si elle se touche ensuite les yeux, le nez ou la bouche, elle peut aussi être contaminée.     Comment se protéger ? 1. Eviter de se toucher les yeux, le nez, la bouche.  2. Se laver souvent les mains à l'eau courante et au savon. Ensuite les sécher avec une serviette propre.  3. Tousser et éternuer dans le creux de son bras.  4. Eviter de manger de la viande crue et de toucher des animaux vivants.     5. Garder une distance d'au moins un mètre avec une personne qui tousse ou qui éternue.  6. Eviter de se serrer la main. Se saluer par un signe de tête ou une salutation verbale.  7. Eviter les rassemblements.  8. Limiter ses déplacements.  9. Se tenir informé et vérifier la source de ses informations. Que faire en cas de contamination ? Si vous présentez des symptômes : - Evitez les contacts avec d'autres personnes. - Restez à domicile. - Appelez le 1510 et suivez les consignes des médecins. Autres numéros possibles :  699 279 622 675 308 373 698 423 929 655 728 884 670 713 979  699 933 725 677 429 357 699 986 740 676 466 797 670 113 761  A ce jour, il n'existe aucun médicament capable de guérir du COVID-19 mais les autorités continuent les recherches pour trouver un traitement adapté. Chacun doit être responsable et adopter les bons gestes pour se protéger et protéger son entourage. Définition des mots difficiles  Asthme : maladie respiratoire chronique Consignes : ordres, recommandations Diabète : maladie qui se caractérise par un taux de sucre trop élevé dans le sang Ecoulement nasal : avoir le nez qui coule Etre contaminé : être atteint par la maladie Grippe : maladie, rhume Hypertension : augmentation anormale de la pression du sang sur la paroi des artères Infecté : atteint par la maladie Infection : maladie, épidémie Patient : malade Persistant : permanent, constant, continu Susceptible : capable, sensible Symptômes : signes, marques de la maladie Traitement : remède, médicaments Virus : agent causant la maladie Vulnérable : faible, à risque  ","Ebwa ngwo me koʼro é nɛɛ mbɔʼ aŋwan dèʼ yɛ e ma zɔʼrɔ kpe KORONAVIRUS Kà COVID—19 ngɛ    Ebwa ngwo me koʼro é nɛɛ mbɔʼ aŋwan dèʼ yɛ e ma zɔʼrɔ kpe KORONAVIRUS Kà COVID—19 ngɛ       Abwa yɛ a mwɔ efwɔ aŋwɛ̀ʼrɛ zɔnɔ ngɛ - Koronavirus - Abɔ̂ byɛ e me la ngɛ - Enɛ̂ ene aŋwan mombwo - Aŋu koronavirus ma zhiri ngɛ - Aŋu ngwo me né kɔʼ ekwa ngwɛ ngɛ - Ebwa é le mala aŋwan zɔnɔ bere awɛ      p.2 p.3 p.4 p.5 p.6 p.8 Koronavirus yɛ e gɛrɛ ma zɔʼrɔ kpe  COVID-19 ngɛ na aŋwan fé. Â dye zɔ efwɔ abɛ Chaina efwɔ enji 31 efwɔ eta Zɛ̀mba efwɔ anɔm 2019. A yi le enɛ̂ na ezhwàʼ nɔ gɛrɛ me né le abɔ̂ dèʼ byɛ a me kama akwa ángɔ ngɛ e kudu. A yi sɛʼɛ efwɔ ebɛ akɛkɛ efwɔ ese. E ke shi nɛɛ aŋu aŋwan zɔnɔ a klada ngɛ bo.   Bɔ̂ tɛbɛ  Ghô wɛ ma gwɔ̀rɔ aŋwan etáa ngɛ Abɔ̂ byɛ e me la ngɛ  Aŋwan fé zɔnɔ yi né bère akyɛ bɔ̂ gimkpaʼ. Aŋwan zɔnɔ ya zama bere bɔ̂ tɛbɛ mane abɔ̂ byɛ e shi dye le eŋwan ná azhwɛɛrɛ, aŋwan anɔm namanam, aŋwan efwɔ etáa mane ángɔ byɛ anɔ́m ma kwaʼa ngɛ.    Efɔ́ɔ Ekwa twá mane  Akpée zɔmɔ Ngli ma twa mane ekwa twa Enɛ̂  Enɛ̂ byɛ e ma tee kpe ghô wu le koronavirus ngɛ ne mwɔ na enɛ̂ e ma tee kpe ghô wu le ezhwàʼ, efɔ́ɔ, akpée zɔmɔ, ngli ma twa, mane aŋu ghô ma bwara ngɛ. Abɔ̂ dèʼ byɛ e me le ngɛ akwa yi gɔbɔ, ezhwàʼ ma gli ezhu, enjì andwɔ ma twa, kà e ma sàa. Abɔ̂ dèʼ ba aŋu ka e me le aŋwan mbwa e ke le enɛ̂ dèʼ bo gɛrɛ ma kama. Bɔ̂ akɛkɛ ba gwɔrɔ gɛrɛ wu kam wɛ e ne nu azhuʼ ekye dèʼ bo ngɛ.  Ghô wɛ me le akpée ngɛ Aŋu koronavirus ma zhiri ngɛ  Ne abɔ̂ byɛ e me le COVID 19 ngɛ a ma ndɛ̀ʼ ebe abɔ̂ tsɛrɛ. Endzóbó chɛ́ eghô aŋwan wunɔ kpée kà è tsama ngɛ, engɔ sàa emɛn ese ene ezhú kà eklo mɔ. Mala ghô dèʼ kwaʼ emɛn tsɔnɔ ene azhuʼ koronavirus wunɔ wu né bère engɔ. Mala ghô dèʼ mɔmɔ ala dèʼ yɛ emɛn tsɔnɔ me dɔ anyi ngɛ gɛrɛ shi mɔ̀mɔ̀ aghɔ́ɔ, ezhú, kà eklo mɔ́ engɔ gɛrɛ wu né lè aŋwan zɔnɔ.     Aŋu ngwo me né kɔʼ ekwa ngwɛ ngɛ 1. Le kpe ngwo ke sa bwò a mɔ̀mɔ̀ aghɔ́ɔ, ezhú mane eklo ngwɛ bo.  2. Sa bwò a so ebwo mbyɛ ene esó mane ndim myɛ ne me tama afwɔ ŋwaʼ bo ngɛ.  3. Nga sa kpee gɛrɛ tsama sàa efwɔ nkɔnɔ ebwo myɛ.   4. Ke sa nde nyɛ̂m wa bo, gɛrɛ le kpe ngwo ke sa mɔ̀mɔ̀ nyɛmɛrɛ kɔʼɔ bo.      5. Ke sa tini à ngɔ̀ɔ ebara ghô dèʼ wɛ ma kpee kà tsama ngɛ bo.   6. Ke sa tsàʼra bɔ̂ ene abwo bo.  Njiʼri ma abwo kà ngwo gama eklo.   7. Mbɔn ke sa tsɔmɔ ene ntimiri bo.  8. Le kpe mbɔn ke sa zhiri atiti bo.  9. Mbɔn sa zhuru abwa gɛrɛ wèe afwɔ yɛ abwa me zeʼe ngɛ. Ebwa é le mala aŋwan zɔnɔ bere awɛ. Mala ngwo shi le enɛ̂: - Le kpe ngwo ke tsɔmɔ afwɔbi nè abɔ̂ tsɛrɛ byɛ ene le ngɛ bo. - Tsɔmɔ andɔ. - Zɔʼɔ enuru wunɔ gɛrɛ kiri abwa yɛ ngàkye me ga ngɛ: 1510. Anuru tsɛrɛ yɛ ngwo me né zɔ̀ ngɛ:  699 279 622 675 308 373 698 423 929 655 728 884 670 713 979  699 933 725 677 429 357 699 986 740 676 466 797 670 113 761  É bwɛrɛ anchwɔ̀ tsɛʼ ekye dèʼ ene  COVID-19, bɛʼngɛ etó ba ngɔ̀ɔ embè ma zɛʼɛ ekye é gli aŋwan zɔnɔ.  Ghô ŋwaʼŋwaʼ fwɛʼ gɛrɛ kiri aghɛʼ ya a me koʼro ngɛ é kɔʼ̀ akwa amɔ mane abɔ̂ byɛ e mwɔ ebara ángɔ ngɛ.   ",,
