source,translated,question,answer
"Naa de malole lena' ata tao tungga dala-dala pencegahan ia ra.","Which is why it is also good to follow these",,
"Safe mendi' sab'u losa ia.","wash with soap up to here",,
"Lima buku'","elbow",,
"'Afi' nggama mata ma. (Do atahori laen mata na ra.) Mete ma hoo musi nggama, na, safe malolole basa lima ma ra mendi' sab'u dei.","Do not touch your face. (Or anyone else's face.) If you have to, wash your hands with soap thoroughly first.",,
"Naa doo na 'ona' hita sod'a sosod'a fai bob'onggi' lao rua.","Enough time to sing “Happy Birthday” twice",,
"Lima 'u'u' ra rala na.","under the nails",,
"Losa detik 20.","for 20 seconds",,
"Safe lima 'u'u ma ra talad'a na ra.","between the fingers",,
"Safe lima ma ra dea na ra.","wash the back of your hands",,
"Safe malolole na 'ona' bee?","What is thoroughly?",,
"Mete ma nggama dai masker a dea', na, 'afi' dud'ua nae'. Sad'i basa na safe lima ma ra mendi' sab'u.","If you did, don't worry. Just wash your hands with soap after.",,
"Boe ma, kalo bisa na 'afi' nggama masker a dea'.","Also, don't touch the outside of the mask if you can.",,
"Oe titi' ra.","droplets",,
"*Bakteri ra mori sia masker ra rala' mete ma hita pake se losa doo' talalu.","*Bacteria grows on the insides of your mask if you wear them too long",,
"Nggari hendi masker ra, mete ma rasa ara manggenggeo' ena. 'Afi' pake se lena' fai esa.","Throw away masks once they feel gross. Don't wear them for more than a day!",,
"Pake sosod'et.","Use a serving spoon",,
"Anadiki'","Baby",,
"Papa","Daddy",,
"Mama","Mommy",,
"Esa' handuk na.","Everyone gets their own towel",,
"'Afi' mia mi'ib'ue nanaat, ma pake mi'ib'ue sud'i 'a sa ra, mok, handuk.","Do not share food, utensils, cups, towels.",,
"Mae hoo sob'a o, hoo nda bisa nggama mata ma mendi' lima buku ma sa.","You can't touch your face with your elbow even if you tried",,
"Kalu bisa na, buka ma 'ena lelesu ra mendi' lima buku ma do mbili ma ra.","Open & close doors with your elbows or shoulders instead of hands, if possible.",,
"Ume","Home",,
"ma bali' mia mamana umum.","and after being out in the public",,
"Sebelum mua,","Before you eat",,
"Safe lima ma ra mendi' sab'u nakandoo 'a.","Always wash your hands with soap…",,
"Dad'i,","And finally,",,
"sab'u","soap",,
"Basa nggi minea ao ma ra!","Stay safe, everyone!",,
"Baca artikel a fo hambu tamba mahine'!","Read the articles for more tips!",,
"",""This animation shows how far your sneeze can actually travel" by Chia Yi Hou and Andrea Schmitz, in Business Insider (Jan 21, 2020)",,
"",""The Wuhan Virus: How to stay safe", by Laurie Garrett, in Foreign Policy, Report. (Jan 25, 2020)",,
"",""How to avoid the coronavirus? Wash your hands", by Elizabeth Rosenthal, in the New York Times, Opinion. (Jan 28, 2020",,
"Sumber informasi med'is:","Main references for medical info:",,
"Catatan tambahan: Dala pencegahan sia komik ia malole' soa' neu hed'i menular nae', 'ona' a masanasi. Dad'i ata musi tao tungga fai-fai esa, mae hed'is ia nese ena. Referensi: Informasi sia komik ia lao' mia pemahaman so'al COVID19 losa tanggal 28 Februari 2020, nanaen tungga referensi katelu' ia ra.  https://www.nytimes.com/2020/01/28/opinion/coronavirus-prevention-tips.html﻿https://foreignpolicy.com/2020/01/25/wuhan-coronavirus-safety-china/  ﻿https://www.businessinsider.com/how-far-sneeze-cough-germs-can-travel-2018-10   Catatan tambahan: hita bisa download komik ia versi PDF na sia: https://gumroad.com/weimankowart Petunjuk untuk banggi komik ia: Masyarakat umum bisa banggi komik ia  online (nda pake bae sa), ma tungga Whatsapp noo Telegram, ma bisa download nda pake bae sa fo print pake soa' neu nenori' sia ume, sakola' ma mamana kerja. Mete ma tae banggi na tasaned'a dala' katelu' ia ra: 1) 'Afi' ed'it komik a. 2) Nda bole seo komik a sa. 3) Kalu tae banggi online na, tasaned'a fee kredit soa' neu mana tulis a, tungga FB na tag @weimankowart, tungga IG na tag @weimankow (IG), do tungga link instagram com/weimankow. Mete ma tae pake untuk dala' laen na to'e isin tungga email: comicsforgood@gmail.com","Additional notes:  Hygiene precautions in comic are effective in preventing many other common infections such as flu and cold, and should be applied in every day life, even when there is no epidemic.  References:  lnformation in comic is based on understanding of COVID19 up till 28 Feb 2020, and mainly from these three references. ﻿https://www.nytimes.com/2020/01/28/opinion/coronavirus-prevention-tips.htmlhttps://foreignpolicy.com/2020/01/25/wuhan-coronavirus-safety-china/ ﻿https://www.businessinsider.com/how-far-sneeze-cough-germs-can-travel-2018-10 Additonal lnformation  A PDF version of the comic is available for free download here:﻿﻿https://gumroad.com/weimankowart  Sharing Guidelines  This comic is free for the general public to share online and through Whatsapp and Telegram, and the downloads are free for printing out as posters for personal and educational use in homes, schools, and workplaces.  When sharing, please remember these 3 points: ﻿1) No edits to the comics is allowed in any way when sharing.﻿2) Comics cannot be used for any commercial project﻿3) lf online, credit the creator on FB by tagging @weimankowart, on IG by tagging @weimankow (IG), or providing a link to instagram com/weimankow ﻿For all other uses, please send a request in to: comicsforgood@gmail.com",,
"Translated by Thersia Tamelan","",,
"Created by Weiman Kow, instagram: weimankow","",,
"So'al Koronavirus    Hambu 'aka' 'a dala' ESA fo hei parlu mihine so'al ta'o bee fo koronavirus a dai atahori hetar. bafa ma mbana ma mata ma maso' nisi' Atahori nda mamahed'i' sa Atahori mamahed'i' Virus a dai atahori, lele' oe titi' ia ra, Mu'ud'od'oo'! Meter 2 fo fe'e na nda dai oe titi monae' sa. 1 meter 2 Acii! Dad'i, mete ma mita atahori esa boo, 'esufani, namahed'i na: Fee se masker. Ara bisa boo do 'esufani neu e, naa fo 'afi' dai atahori mana deka-deka' ra. 2 Makasi nae'!﻿*boo ho'u-ho'u* DO, Mbei ma ana nda namahed'i sa te ana  nanea ao na mia hed'is. La'e faa na atahori mana dai koronovirus a nda natud'u tanda sa, te ana bisa tao atahori laen dai koronavirus. Boe ma, malole lena' mu'ud'odoo' mia atahori mana ma'ab'ub'ue' ra, huu nda muhine atahori bee mamahed'i' sa. Susurut Atahori nda mamahed'i' sa Toto'u' sia Kareta do bemo Lift a tetendes na Tisu Mok Sud'i' a saa elektronik & hita masker na dean boe. Tangga ra toto'u na Mous Bolpoin Lelesu toto'u na Lima na ra Te la'e faa na, atahori mamahed'i' esa mirun bisa dai sud'i a saa laen ra. Basa nggi bisa mimihed'i. do atahori fo hoo sue' ra mata na ra. 'o'ose mata ma ra, Ma mete ma, hoo nda sangaja sa, te nggama dai sud'i 'a saa, naa ra, basa ma nggama mata ma, ma hambu 'aka' dala malole' esa fo tamopo' virus ra, naeni safe hendi se tendi' sab'u, pemutih, do alkohol. Virus ra bisa ra'atataa' losa jam hira sia sud'i 'a saa ra, Sab'u  Naa de malole lena' ata tao tungga dala-dala pencegahan ia ra. Safe mendi' sab'u losa ia. Sab'u Lima buku' 'Afi' nggama mata ma. (Do atahori laen mata na ra.) Mete ma hoo musi nggama, na, safe malolole basa lima ma ra mendi' sab'u dei. Naa doo na 'ona' hita sod'a sosod'a fai bob'onggi' lao rua. Lima 'u'u' ra rala na. Losa detik 20. Safe lima 'u'u ma ra talad'a na ra. Safe lima ma ra dea na ra. Safe malolole na 'ona' bee? Mete ma nggama dai masker a dea', na, 'afi' dud'ua nae'. Sad'i basa na safe lima ma ra mendi' sab'u. Boe ma, kalo bisa na 'afi' nggama masker a dea'. Oe titi' ra. *Bakteri ra mori sia masker ra rala' mete ma hita pake se losa doo' talalu. Nggari hendi masker ra, mete ma rasa ara manggenggeo' ena. 'Afi' pake se lena' fai esa. Pake sosod'et. Anadiki' Papa Mama Esa' handuk na. 'Afi' mia mi'ib'ue nanaat, ma pake mi'ib'ue sud'i 'a sa ra, mok, handuk. Mae hoo sob'a o, hoo nda bisa nggama mata ma mendi' lima buku ma sa. Kalu bisa na, buka ma 'ena lelesu ra mendi' lima buku ma do mbili ma ra. Ume ma bali' mia mamana umum. Sebelum mua, Safe lima ma ra mendi' sab'u nakandoo 'a. Dad'i, sab'u Basa nggi minea ao ma ra! Basa nggi minea ao ma ra! sab'u Baca artikel a fo hambu tamba mahine'!    Sumber informasi med'is: Catatan tambahan: Dala pencegahan sia komik ia malole' soa' neu hed'i menular nae', 'ona' a masanasi. Dad'i ata musi tao tungga fai-fai esa, mae hed'is ia nese ena. Referensi: Informasi sia komik ia lao' mia pemahaman so'al COVID19 losa tanggal 28 Februari 2020, nanaen tungga referensi katelu' ia ra.  https://www.nytimes.com/2020/01/28/opinion/coronavirus-prevention-tips.html﻿https://foreignpolicy.com/2020/01/25/wuhan-coronavirus-safety-china/  ﻿https://www.businessinsider.com/how-far-sneeze-cough-germs-can-travel-2018-10   Catatan tambahan: hita bisa download komik ia versi PDF na sia: https://gumroad.com/weimankowart Petunjuk untuk banggi komik ia: Masyarakat umum bisa banggi komik ia  online (nda pake bae sa), ma tungga Whatsapp noo Telegram, ma bisa download nda pake bae sa fo print pake soa' neu nenori' sia ume, sakola' ma mamana kerja. Mete ma tae banggi na tasaned'a dala' katelu' ia ra: 1) 'Afi' ed'it komik a. 2) Nda bole seo komik a sa. 3) Kalu tae banggi online na, tasaned'a fee kredit soa' neu mana tulis a, tungga FB na tag @weimankowart, tungga IG na tag @weimankow (IG), do tungga link instagram com/weimankow. Mete ma tae pake untuk dala' laen na to'e isin tungga email: comicsforgood@gmail.com So'al Koronavirus   Translated by Thersia Tamelan Created by Weiman Kow, instagram: weimankow    ","About Coronavirus    There's only ONE thing ﻿you need to understand about how a coronavirus SPREADS Mouth Nose Eyes Get into your Healthy Person Sick Person The virus spreads when ﻿these droplets Keep your distance.﻿2m will keep you safe from large droplets. 1 2m Achoo! So if you see someone who is visibly coughing/sneezing/sick you can choose to: Give them a mask.﻿They can cough or sneeze in it and protects everyone else nearby. 2 Thank you﻿*sniffles* OR, Maybe she's not sick, just protecting herself People who are infected can show no symptoms, but are still﻿infectious And in general, it's a good idea to avoid crowds, because you don't know who might be sick. Chopsticks Healthy person Train straps Lift buttons Tissues Cups Digital devices & even on the outside of your face mask Stair bannisters Mouse Pens Door knobs Their hands However, sometimes a sick person's saliva can get on other things… you might all fall sick. or your loved one's face rub eyes And if you do touch any of these things by accident, and then touch your face, and the only effective way to get rid of them is to wash them off with soap, bleach, or alcohol. Viruses can last for quite a few hours on objects, soap precautions Which is why it is also good to follow these wash with soap up to here soap elbow Do not touch your face. (Or anyone else's face.) If you have to, wash your hands with soap thoroughly first. Enough time to sing “Happy Birthday” twice under the nails for 20 seconds between the fingers wash the back of your hands What is thoroughly? If you did, don't worry. Just wash your hands with soap after. Also, don't touch the outside of the mask if you can. droplets *Bacteria grows on the insides of your mask if you wear them too long Throw away masks once they feel gross. Don't wear them for more than a day! Use a serving spoon Baby Daddy Mommy Everyone gets their own towel Do not share food, utensils, cups, towels. You can't touch your face with your elbow even if you tried Open & close doors with your elbows or shoulders instead of hands, if possible. Home and after being out in the public Before you eat Always wash your hands with soap… And finally, soap Stay safe, everyone! Stay safe, everyone! soap Read the articles for more tips! "This animation shows how far your sneeze can actually travel" by Chia Yi Hou and Andrea Schmitz, in Business Insider (Jan 21, 2020) "The Wuhan Virus: How to stay safe", by Laurie Garrett, in Foreign Policy, Report. (Jan 25, 2020) "How to avoid the coronavirus? Wash your hands", by Elizabeth Rosenthal, in the New York Times, Opinion. (Jan 28, 2020 Main references for medical info: Additional notes:  Hygiene precautions in comic are effective in preventing many other common infections such as flu and cold, and should be applied in every day life, even when there is no epidemic.  References:  lnformation in comic is based on understanding of COVID19 up till 28 Feb 2020, and mainly from these three references. ﻿https://www.nytimes.com/2020/01/28/opinion/coronavirus-prevention-tips.htmlhttps://foreignpolicy.com/2020/01/25/wuhan-coronavirus-safety-china/ ﻿https://www.businessinsider.com/how-far-sneeze-cough-germs-can-travel-2018-10 Additonal lnformation  A PDF version of the comic is available for free download here:﻿﻿https://gumroad.com/weimankowart  Sharing Guidelines  This comic is free for the general public to share online and through Whatsapp and Telegram, and the downloads are free for printing out as posters for personal and educational use in homes, schools, and workplaces.  When sharing, please remember these 3 points: ﻿1) No edits to the comics is allowed in any way when sharing.﻿2) Comics cannot be used for any commercial project﻿3) lf online, credit the creator on FB by tagging @weimankowart, on IG by tagging @weimankow (IG), or providing a link to instagram com/weimankow ﻿For all other uses, please send a request in to: comicsforgood@gmail.com About Coronavirus        ",,
